Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Железнодорожный вокзал Владивостока,,3,,
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Железнодорожный вокзал Владивостока,,4,,
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Железнодорожный вокзал Владивостока,,5,,
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Железнодорожный вокзал Владивостока,Alexey K,4,"Красивый вокзал. Внутри тоже довольно облагорожено, есть небольшой музей. Всё отреставрировано и в хорошем состоянии. Стоит зайти внутрь, даже если не собираетесь пользоваться железнодорожным транспортом.",
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Железнодорожный вокзал Владивостока,Vadim,5,"Железнодорожный вокзал Владивостока будет для Вас начальной и отправной точкой путешествия во Владивосток даже если Вы прилетите или улетите самолётом, ибо электричка в аэропорт Кневичи идёт всё равно отсюда. Но мы приехали во Владивосток как положено - главным поездом России - №2 ""Россия"". Правда, не из Москвы, а всего лишь Хабаровска. Как у многих туристов у нас сразу возникли ассоциации с Ярославским вокзалом в Москве, что оказалось по прочтении Интернета не случайным. Вокзал, действительно, сознательно стилизован под Ярославский, чтобы подчеркнуть их единство как начального и конечного пункта Транссибирской магистрали. Как обычно бывает у нас в России, мысль эта пришла в голову властям уже после того как вокзал был построен. Первый вокзал был построен по проекту военного инженера Базилевского, построившего до этого вокзал в Хабаровске, сожжённый японцами во время интервенции в 1920 году. Первый камень заложили в присутствии цесаревича Николая, будущего последнего императора России, который как раз возвращался из турне по Японии. Так как на тот момент был готов только участок до Уссурийска возвращаться в Санкт-Петербург туристу Николаю пришлось по суше и рекам. Хотя наследник престола никоим боком к строительству вокзала не был причастен, его портрет с характерным для него скорбно-безучастным выражением лица повесили в здании вокзала. Так у нас бывает: наказание невиновных, награждение непричастных...После позорной русско-японской войны 1905-1907 года и первой революции власти озаботились состоянием вокзала и под руководством инженера Плансона. Прежний вокзал в стиле эклектики интегрировали в новый, расширив его. Стиль поменяли на любимый властями нео-русский (или псевдо-русский). Новое здание построили из серого гранитного песчаника, доставленного с острова Русский. Надстроенный второй этаж соединили двумя виадуками с привокзальной площадью, что является ""фишкой"" вокзала до сих пор. Другой характерной особенностью вокзала стала вальмовая крыша (с 4 скатами, где торцевые скаты в виде треугольников). По мысли идеологов так бы выглядел вокзал, если бы его строил, допустим, Ярослав Мудрый...Это была идея архитектора Шехтеля построить подобные вокзалы на конечных пунктах всех дорог, ведущих в Москву. По мысли этого потомка баварских немцев сиё должно было символизировать единство России. Ну, кто как не немцы может лучше выразить национальную идею? Если бы идею реализовали, сюжет фильма ""Ирония судьбы"" повторялся бы на вокзалах нашей необъятной Родины. Реконструкцию вокзала закончили к 1912 году. Роспись потолков на темы СССР появились в 1930-50-х годов. Обветшавший за бурный XX век вокзал отреставрировали в 90-х годах. В ходе реставрации местный краевед обнаружил, что изразцовая картина с Георгием Победоносцем является изображением Александра Македонского, не весть что делающего на краю Российской империи. Несмотря на буйство эклектики вокзал оставляет приятное впечатление. На вокзале, кстати, неплохая недорогая мини-гостиница, в которой мы остановились в последнюю ночь перед вылетом из Владивостока. С очень дружелюбным персоналом.",
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Железнодорожный вокзал Владивостока,belochka5605,4,"В конце 19-начале 20 вв. вошел в моду стиль модерн. Когда была построена Транссибирская магистраль и были построены два вокзала: в Москве Ярославский, в начале этого пути, а в
конце этого пути Владивостокский вокзал. Оба вокзала в стиле модерн с элементами древнерусской архитектуры. Они очень похожи, хотя и разные. В честь постройки этой магистрали на вокзале, прямо на перроне поставлен памятник и стоит паровоз времен постройки дороги. Вокзал стоит в центре города, на берегу залива, рядом с морским вокзалом. Поэтому он, в некотором смысле, является доминантой города.",
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Железнодорожный вокзал Владивостока,paradise T,5,"Этот вокзал был создан в духе 3 вокзалов города Москвы, по концепции схожество во многом. Он был заложен цесаревичем Николаем 2 в 1891 году, чей портрет находится внутри здания вокзала, внутри все чисто приятно и ухожено, много полиции как и в Москве все понятно и удобно внутренняя отделка из тех времён...",
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Железнодорожный вокзал Владивостока,tatyankavrn,5,"Потрясающее здание, которое окунет вас в эпоху прошлого. Необычное сочетание музея и вокзала. Сюда хочется приезжать на поездах!",Опубликовано 5 мая 2022 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Железнодорожный вокзал Владивостока,Евгения В,4,"Чисто. Очень маленький (даже крохотный) зал ожидания. Учитывая, что из-за пандемии занять места можно ""через кресло"", для всех мест не хватает.",Опубликовано 31 июля 2021 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Железнодорожный вокзал Владивостока,Иван Пыжьянов,5,Конечная стания ЖД в России. Находится рядом с мор.вокзалом. Ничего особо впечатляющего нет. Как все обычные станции в РФ.,Опубликовано 28 сентября 2020 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Железнодорожный вокзал Владивостока,Константин Елисеев,5,"Начало Великой магистрали , Транссиба!!! Удобный вокзал, чем- то напоминает Ярославский в Москве… чистеньком опрятненько",
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Железнодорожный вокзал Владивостока,Лариса М,5,Конечно же фасад и ухоженность внутри помещений . Достойный объект архитектурного зодчества и благодарность реставраторам... .Красиво!!!Спасибо!!!,Опубликовано 23 мая 2023 г.
Дальневосточный округ,Приморский край,Владивосток,Развлечения в Владивостоке,Железнодорожный вокзал Владивостока,Любовь П,2,"Совершенно не оборудован для колясочников и сумок на роликах, всё таскать на руках по лестницам, нет пандусов",Опубликовано 28 августа 2020 г.
